"State" "Account.Length" "Area.Code" "Phone" "Int.l.Plan" "VMail.Plan" "VMail.Message" "Day.Mins" "Day.Calls" "Day.Charge" "Eve.Mins" "Eve.Calls" "Eve.Charge" "Night.Mins" "Night.Calls" "Night.Charge" "Intl.Mins" "Intl.Calls" "Intl.Charge" "CustServ.Calls" "Churn."
"ID" 144 415 "402-3476" "no" "yes" 33 251.6 87 42.77 197.6 118 16.8 209.2 97 9.41 12.2 3 3.29 2 "False."
"ID" 82 510 "405-7204" "no" "yes" 34 232.6 121 39.54 153.2 115 13.02 286.7 77 12.9 4.7 3 1.27 3 "False."
"ID" 99 415 "406-7261" "no" "no" 0 145.6 106 24.75 98.3 106 8.36 230.8 83 10.39 10.9 5 2.94 1 "False."
"ID" 153 415 "410-5963" "no" "yes" 22 167.7 104 28.51 246.8 91 20.98 203.9 117 9.18 7.5 11 2.03 1 "False."
"ID" 116 510 "414-7090" "yes" "yes" 29 162.3 91 27.59 279.3 79 23.74 192.7 131 8.67 11.7 2 3.16 3 "False."
"ID" 92 415 "417-4063" "no" "yes" 23 167.4 83 28.46 258.6 129 21.98 116.4 110 5.24 11.2 3 3.02 4 "False."
"ID" 148 510 "421-1469" "no" "yes" 14 93.6 137 15.91 193.8 72 16.47 144.9 84 6.52 17.5 5 4.73 1 "False."
"IL" 71 510 "330-7137" "yes" "no" 0 186.1 114 31.64 198.6 140 16.88 206.5 80 9.29 13.8 5 3.73 4 "True."
"IL" 142 415 "334-2800" "no" "yes" 38 163.3 104 27.76 136 114 11.56 249.1 127 11.21 4.3 6 1.16 0 "False."
"IL" 123 408 "337-3932" "no" "no" 0 114.8 94 19.52 150 104 12.75 268.6 119 12.09 9.6 4 2.59 2 "False."
"IL" 68 415 "340-6908" "yes" "yes" 29 195.5 113 33.24 171.6 96 14.59 204 85 9.18 13.5 9 3.65 1 "True."
"IL" 16 415 "342-2013" "yes" "no" 0 110 91 18.7 147.3 75 12.52 190.5 73 8.57 6.4 7 1.73 0 "False."
"IL" 86 510 "342-7716" "no" "yes" 16 144.8 105 24.62 206.2 111 17.53 255.4 117 11.49 11.6 2 3.13 4 "True."
"IL" 151 415 "347-5843" "yes" "no" 0 198.7 70 33.78 209.5 106 17.81 281.9 126 12.69 12.4 4 3.35 0 "False."
"IL" 137 408 "352-5787" "yes" "no" 0 237.3 103 40.34 176.7 84 15.02 263.4 81 11.85 14.2 4 3.83 0 "True."
"IL" 117 415 "372-1115" "no" "no" 0 201.9 86 34.32 212.3 96 18.05 176.9 98 7.96 7.8 10 2.11 1 "False."
"IL" 117 408 "373-9108" "no" "no" 0 119 82 20.23 187.5 108 15.94 189.3 97 8.52 11.5 3 3.11 1 "False."
"IL" 81 415 "375-3658" "no" "yes" 31 210.4 100 35.77 225.5 97 19.17 168.7 120 7.59 9.7 4 2.62 0 "False."
"IL" 84 510 "378-1303" "no" "no" 0 181.5 129 30.86 130.7 112 11.11 186.5 118 8.39 8.5 4 2.3 1 "False."
"IL" 90 415 "378-7299" "no" "yes" 29 185.6 106 31.55 219.7 113 18.67 152.1 120 6.84 11.1 5 3 2 "False."
"IL" 89 415 "380-4080" "yes" "yes" 19 112.6 114 19.14 261.7 132 22.24 123.5 116 5.56 11.1 2 3 0 "False."
"IL" 134 408 "382-9447" "no" "no" 0 183.8 111 31.25 123.5 92 10.5 160.7 105 7.23 6.1 2 1.65 1 "False."
"IL" 151 408 "386-5303" "no" "no" 0 175.3 106 29.8 144.3 87 12.27 160.2 88 7.21 11.8 5 3.19 0 "False."
"IL" 85 415 "391-2022" "no" "yes" 29 144.6 97 24.58 140 102 11.9 165.4 148 7.44 10.9 3 2.94 1 "False."
"IL" 131 510 "394-9984" "no" "no" 0 263.4 123 44.78 151.9 74 12.91 218.5 101 9.83 10.7 2 2.89 2 "False."
"IL" 129 415 "395-1718" "no" "no" 0 198.4 91 33.73 264.7 106 22.5 111.4 101 5.01 9.2 2 2.48 2 "False."
"IL" 148 408 "395-9270" "no" "yes" 25 230.7 102 39.22 233.8 109 19.87 215.8 90 9.71 13.5 2 3.65 3 "False."
"IL" 31 415 "396-5790" "no" "yes" 28 210.5 101 35.79 250.5 86 21.29 241.6 125 10.87 11.5 2 3.11 1 "False."
"IL" 71 415 "397-8051" "no" "no" 0 207 112 35.19 173.8 96 14.77 178.4 61 8.03 12.1 3 3.27 1 "False."
"IL" 74 510 "398-5954" "no" "yes" 27 154.1 122 26.2 195.3 150 16.6 276.7 86 12.45 13.2 2 3.56 4 "True."
"IL" 183 510 "399-1750" "no" "no" 0 108.3 87 18.41 183.6 116 15.61 176.6 109 7.95 13.5 2 3.65 0 "False."
"IL" 76 510 "400-8952" "no" "no" 0 186.1 96 31.64 211.6 100 17.99 230.6 100 10.38 8 4 2.16 0 "False."
"IL" 130 415 "403-5279" "no" "no" 0 155.9 95 26.5 256.1 97 21.77 262.9 103 11.83 11.7 3 3.16 3 "False."
"IL" 58 415 "404-9348" "yes" "yes" 43 142.8 96 24.28 272.3 100 23.15 193.4 105 8.7 8.9 4 2.4 1 "False."
"IL" 138 408 "405-2209" "yes" "no" 0 268.4 81 45.63 174.4 115 14.82 193.5 96 8.71 11.6 4 3.13 1 "False."
"IL" 142 415 "416-8428" "no" "no" 0 84.8 95 14.42 136.7 63 11.62 250.5 148 11.27 14.2 6 3.83 2 "False."
"IN" 77 408 "328-7252" "no" "no" 0 185.9 95 31.6 212 98 18.02 282.3 81 12.7 11.3 4 3.05 3 "False."
"IN" 108 510 "329-1955" "no" "no" 0 293 88 49.81 160.6 101 13.65 143.9 87 6.48 10 6 2.7 2 "False."
"IN" 65 415 "329-6603" "no" "no" 0 129.1 137 21.95 228.5 83 19.42 208.8 111 9.4 12.7 6 3.43 4 "True."
"IN" 156 510 "329-8669" "no" "no" 0 237.7 122 40.41 181.5 91 15.43 185.7 151 8.36 7.7 4 2.08 1 "False."
"IN" 68 510 "330-9354" "no" "no" 0 249.9 127 42.48 254.5 118 21.63 273.2 98 12.29 8.9 6 2.4 2 "True."
"IN" 130 408 "334-9818" "no" "no" 0 115.6 129 19.65 167.8 104 14.26 141.8 124 6.38 12.6 9 3.4 1 "False."
"IN" 122 408 "336-3819" "no" "no" 0 296.4 99 50.39 214.8 89 18.26 133.9 107 6.03 11.4 3 3.08 4 "True."
"IN" 48 510 "342-6696" "no" "no" 0 300.4 94 51.07 133.2 103 11.32 197.4 94 8.88 7.2 5 1.94 2 "False."
"IN" 51 510 "348-1359" "no" "no" 0 214.8 94 36.52 149.7 58 12.72 283.4 66 12.75 10.2 5 2.75 0 "False."
"IN" 69 510 "348-1592" "no" "no" 0 135.4 101 23.02 238.1 124 20.24 195.6 102 8.8 10.6 2 2.86 1 "False."
"IN" 115 408 "348-7224" "no" "no" 0 146.7 128 24.94 106.2 74 9.03 197.7 104 8.9 11.1 4 3 2 "False."
"IN" 166 510 "350-6759" "no" "no" 0 204.2 115 34.71 179.9 152 15.29 216.8 109 9.76 9.5 5 2.57 1 "False."
"IN" 113 415 "353-6007" "no" "no" 0 209.4 151 35.6 347.3 113 29.52 246 116 11.07 7.4 2 2 1 "False."
"IN" 88 415 "354-7201" "no" "no" 0 183.5 93 31.2 170.5 80 14.49 193.8 88 8.72 8.3 5 2.24 3 "False."
"IN" 141 415 "354-7718" "no" "yes" 39 116.9 127 19.87 276.5 88 23.5 289.9 125 13.05 12.3 2 3.32 0 "False."
"IN" 96 415 "356-9187" "no" "yes" 45 248.8 124 42.3 140.3 77 11.93 263.6 102 11.86 10.3 2 2.78 3 "False."
"IN" 86 510 "357-7893" "no" "no" 0 216.3 96 36.77 266.3 77 22.64 214 110 9.63 4.5 3 1.22 0 "False."
"IN" 108 415 "358-2046" "no" "no" 0 201.1 101 34.19 170.7 86 14.51 237.4 113 10.68 11.6 3 3.13 3 "False."
"IN" 94 510 "360-5794" "no" "no" 0 245 112 41.65 180.4 91 15.33 262.9 105 11.83 9.7 6 2.62 1 "False."
"IN" 130 408 "360-9005" "no" "yes" 30 185 117 31.45 249.5 141 21.21 157.8 103 7.1 7.4 7 2 0 "False."
"IN" 205 510 "361-5864" "no" "no" 0 49.9 123 8.48 150.7 81 12.81 188.2 67 8.47 10.1 4 2.73 2 "False."
"IN" 117 415 "362-5899" "no" "no" 0 118.4 126 20.13 249.3 97 21.19 227 56 10.22 13.6 3 3.67 5 "True."
"IN" 114 408 "362-8886" "no" "no" 0 203.8 85 34.65 87.8 110 7.46 166.2 122 7.48 11.7 4 3.16 1 "False."
"IN" 189 510 "363-2407" "no" "no" 0 219.9 80 37.38 143.3 117 12.18 130.6 69 5.88 11.7 7 3.16 1 "False."
"IN" 81 408 "363-5947" "no" "no" 0 175.5 67 29.84 249.3 85 21.19 270.2 98 12.16 10.2 3 2.75 1 "False."
"IN" 100 415 "364-2166" "no" "yes" 33 218.7 104 37.18 155 144 13.18 99 117 4.46 12.1 4 3.27 1 "False."
"IN" 110 415 "364-9059" "no" "no" 0 151.8 106 25.81 138 126 11.73 233.5 112 10.51 11.2 8 3.02 3 "False."
"IN" 100 510 "367-4277" "no" "no" 0 247.8 117 42.13 130 95 11.05 134.3 125 6.04 6.9 2 1.86 1 "False."
"IN" 46 415 "368-9751" "no" "yes" 34 191.4 102 32.54 361.8 96 30.75 147.5 132 6.64 7.2 2 1.94 1 "False."
"IN" 115 415 "370-9622" "no" "no" 0 226.4 101 38.49 276.8 60 23.53 213.4 82 9.6 12.3 4 3.32 3 "False."
"IN" 148 415 "371-2418" "no" "yes" 26 158.7 91 26.98 160.5 127 13.64 218.3 88 9.82 9.9 3 2.67 1 "False."
"IN" 104 408 "382-2026" "no" "no" 0 280.4 127 47.67 179.4 79 15.25 150.6 77 6.78 15.2 6 4.1 5 "True."
"IN" 119 510 "382-4952" "no" "no" 0 154.5 129 26.27 193.6 87 16.46 180.9 145 8.14 13.4 3 3.62 2 "False."
"IN" 68 415 "386-9724" "no" "no" 0 222.1 107 37.76 199.4 102 16.95 162.4 107 7.31 9.4 3 2.54 2 "False."
"IN" 154 510 "389-2631" "no" "yes" 32 192.3 82 32.69 165.3 134 14.05 205 74 9.23 9 1 2.43 2 "False."
"IN" 72 510 "391-1499" "no" "no" 0 287.4 116 48.86 235.3 126 20 292.1 114 13.14 5 3 1.35 4 "True."
"IN" 99 415 "397-8512" "yes" "no" 0 197.2 127 33.52 156 92 13.26 204.1 99 9.18 9.9 6 2.67 4 "False."
"IN" 94 408 "402-1251" "no" "no" 0 157.9 105 26.84 155 101 13.18 189.6 84 8.53 8 5 2.16 4 "True."
"IN" 58 415 "406-8445" "no" "yes" 22 224.1 127 38.1 238.8 85 20.3 174.2 86 7.84 11.5 7 3.11 2 "False."
"IN" 88 415 "408-4870" "yes" "yes" 25 288.5 114 49.05 203.4 74 17.29 228.4 117 10.28 13 5 3.51 1 "True."
"IN" 129 415 "415-4564" "no" "no" 0 137.8 120 23.43 225.8 110 19.19 145.2 95 6.53 10.2 6 2.75 1 "False."
"KS" 137 415 "329-4474" "no" "yes" 19 175.3 96 29.8 241.3 146 20.51 211.4 109 9.51 7.8 2 2.11 0 "False."
"KS" 123 415 "332-2126" "no" "no" 0 163.1 119 27.73 249.4 51 21.2 168.2 77 7.57 9 10 2.43 1 "False."
"KS" 130 510 "332-9446" "no" "no" 0 154 95 26.18 205.9 106 17.5 233.7 75 10.52 12.9 1 3.48 1 "False."
"KS" 166 415 "334-9163" "yes" "yes" 28 175.8 126 29.89 253.6 76 21.56 128.5 72 5.78 11.4 5 3.08 1 "False."
"KS" 74 415 "336-7357" "no" "yes" 32 174.6 107 29.68 310.6 115 26.4 234.7 92 10.56 9 4 2.43 1 "False."
"KS" 86 408 "339-2616" "no" "yes" 23 225.5 107 38.34 246.3 105 20.94 245.7 81 11.06 9.8 2 2.65 0 "False."
"KS" 149 510 "340-3500" "no" "no" 0 217.7 91 37.01 273.5 74 23.25 226.9 99 10.21 9.6 3 2.59 3 "False."
"KS" 87 510 "343-3961" "no" "no" 0 115.4 90 19.62 262.6 68 22.32 245.7 69 11.06 13.1 5 3.54 2 "False."
"KS" 137 415 "346-8581" "no" "no" 0 230.2 113 39.13 220.4 79 18.73 204.7 111 9.21 10.7 7 2.89 4 "False."
"KS" 163 415 "347-4112" "no" "no" 0 191.3 89 32.52 193.9 87 16.48 268.4 121 12.08 12.8 4 3.46 1 "False."
"KS" 110 510 "354-2434" "no" "no" 0 208 69 35.36 95.1 94 8.08 178.5 129 8.03 8 11 2.16 1 "False."
"KS" 107 415 "354-6942" "no" "no" 0 260.5 108 44.29 102.4 110 8.7 129.7 148 5.84 9.8 5 2.65 1 "False."
"KS" 68 415 "363-3486" "no" "no" 0 207.6 68 35.29 251.6 123 21.39 191.6 100 8.62 10.9 6 2.94 2 "False."
"KS" 138 510 "363-8715" "no" "yes" 26 183.9 83 31.26 240.7 93 20.46 185.7 125 8.36 15 3 4.05 1 "False."
"KS" 36 510 "368-8835" "no" "no" 0 178.6 83 30.36 213.1 103 18.11 198 119 8.91 10.9 5 2.94 1 "False."
"KS" 70 415 "369-9465" "no" "no" 0 222.8 114 37.88 215.9 113 18.35 223.5 122 10.06 0 0 0 1 "False."
"KS" 124 415 "371-6990" "no" "no" 0 158.6 104 26.96 211.2 77 17.95 179.3 104 8.07 10.2 8 2.75 3 "False."
"KS" 121 408 "373-5438" "no" "no" 0 150.7 105 25.62 197.3 133 16.77 169 116 7.61 9.2 15 2.48 1 "False."
"KS" 116 510 "377-7107" "no" "no" 0 189.5 90 32.22 189.8 118 16.13 205.8 83 9.26 13.1 2 3.54 1 "False."
"KS" 123 415 "378-2432" "no" "no" 0 140 106 23.8 153.7 101 13.06 50.1 87 2.25 12.5 1 3.38 2 "False."
"KS" 126 408 "379-8681" "no" "no" 0 321.3 99 54.62 167.9 93 14.27 193.6 106 8.71 8 4 2.16 1 "True."
"KS" 43 415 "381-9367" "no" "no" 0 27 117 4.59 160.9 97 13.68 279.5 96 12.58 10.7 3 2.89 3 "False."
"KS" 128 415 "382-4657" "no" "yes" 25 265.1 110 45.07 197.4 99 16.78 244.7 91 11.01 10 3 2.7 1 "True."
"KS" 67 408 "383-1431" "no" "no" 0 201.4 101 34.24 97.6 122 8.3 202.5 119 9.11 7 3 1.89 0 "False."
"KS" 110 415 "383-1657" "yes" "no" 0 293.3 79 49.86 188.5 90 16.02 266.9 91 12.01 14.5 4 3.92 0 "True."
"KS" 79 415 "383-8807" "no" "no" 0 177.9 83 30.24 167.3 84 14.22 223.7 142 10.07 15.2 8 4.1 0 "False."
"KS" 119 415 "384-4595" "no" "no" 0 231.5 82 39.36 266.9 97 22.69 211 118 9.49 7.4 10 2 1 "False."
"KS" 73 408 "385-2370" "no" "no" 0 194.8 112 33.12 167.2 85 14.21 100.3 61 4.51 10.8 6 2.92 1 "False."
"KS" 117 510 "385-3263" "no" "yes" 25 216 140 36.72 224.1 69 19.05 267.9 112 12.06 11.8 4 3.19 0 "False."
"KS" 128 510 "397-9486" "no" "no" 0 268.1 95 45.58 120.5 126 10.24 220.8 121 9.94 14.4 6 3.89 2 "False."
"KS" 88 415 "398-8801" "no" "no" 0 189.8 111 32.27 197.3 101 16.77 234.5 111 10.55 14.9 3 4.02 2 "False."
"KS" 131 415 "401-5012" "no" "yes" 28 249.6 87 42.43 227.2 138 19.31 239.9 92 10.8 7.6 3 2.05 3 "False."
"KS" 143 408 "407-2081" "no" "yes" 24 186.6 69 31.72 222 116 18.87 234.9 138 10.57 11.6 5 3.13 1 "False."
"KS" 167 415 "409-4734" "no" "no" 0 131.6 120 22.37 211.3 96 17.96 168.3 97 7.57 11.1 4 3 4 "True."
"KS" 101 510 "413-1061" "no" "yes" 25 144.1 144 24.5 167.6 105 14.25 240 107 10.8 14.5 3 3.92 1 "False."
"KS" 68 510 "414-9054" "no" "no" 0 159.5 123 27.12 240.8 93 20.47 210.3 76 9.46 11.4 3 3.08 1 "False."
"KS" 124 510 "417-7736" "no" "yes" 37 161.2 109 27.4 204.2 79 17.36 231.5 87 10.42 8.9 4 2.4 1 "False."
"KS" 93 415 "418-3135" "no" "no" 0 266 120 45.22 130.1 84 11.06 165.8 63 7.46 13.1 6 3.54 3 "False."
"KY" 125 408 "328-3402" "no" "no" 0 191.6 115 32.57 205.6 108 17.48 210.2 123 9.46 9.2 3 2.48 2 "False."
"KY" 80 415 "330-3008" "no" "no" 0 220 114 37.4 207.7 76 17.65 168.4 137 7.58 12.1 3 3.27 2 "False."
"KY" 107 415 "330-4419" "no" "no" 0 157.1 79 26.71 162.6 124 13.82 150 138 6.75 12.1 6 3.27 1 "False."
"KY" 104 415 "330-5255" "no" "no" 0 130.5 77 22.19 131.2 117 11.15 264.7 63 11.91 13 6 3.51 0 "False."
"KY" 60 408 "334-2729" "no" "no" 0 135.4 134 23.02 205.9 85 17.5 204 103 9.18 7.9 4 2.13 1 "False."
"KY" 90 415 "334-8817" "no" "no" 0 193.7 83 32.93 154.2 79 13.11 299 60 13.46 12.7 3 3.43 1 "False."
"KY" 75 415 "341-1191" "no" "no" 0 314.6 102 53.48 169.8 86 14.43 285.1 100 12.83 5.7 3 1.54 2 "True."
"KY" 89 408 "341-1594" "no" "no" 0 192.1 83 32.66 163.6 88 13.91 169.7 138 7.64 6.1 3 1.65 0 "False."
"KY" 124 415 "341-3349" "no" "no" 0 194 103 32.98 241 116 20.49 227.5 153 10.24 11.9 5 3.21 0 "False."
"KY" 74 415 "346-7302" "no" "yes" 35 154.1 104 26.2 123.4 84 10.49 202.1 57 9.09 10.9 9 2.94 2 "False."
"KY" 38 408 "352-9947" "no" "yes" 36 115.4 98 19.62 166.2 83 14.13 184.7 79 8.31 15.2 6 4.1 2 "False."
"KY" 96 415 "353-3223" "no" "yes" 40 108.6 90 18.46 206.4 154 17.54 126.3 118 5.68 13.4 4 3.62 0 "False."
"KY" 54 408 "356-1420" "no" "no" 0 159.8 99 27.17 264 64 22.44 115.7 70 5.21 9.7 7 2.62 2 "False."
"KY" 39 415 "359-4336" "no" "no" 0 295.4 126 50.22 232.1 117 19.73 204.4 123 9.2 11.5 2 3.11 1 "True."
"KY" 122 415 "363-9969" "no" "no" 0 168.3 96 28.61 87.6 91 7.45 247.2 87 11.12 8.4 6 2.27 1 "False."
"KY" 74 510 "368-7555" "yes" "no" 0 125.8 103 21.39 207.7 96 17.65 207.4 143 9.33 14.1 4 3.81 1 "True."
"KY" 73 408 "369-7295" "no" "no" 0 94.9 121 16.13 253.2 83 21.52 175.1 86 7.88 14.2 2 3.83 2 "False."
"KY" 126 510 "375-1721" "no" "no" 0 175.4 120 29.82 98.3 71 8.36 201.9 93 9.09 10.6 1 2.86 0 "False."
"KY" 106 510 "379-2523" "no" "yes" 9 88.5 100 15.05 324.8 109 27.61 79.9 86 3.6 8.2 4 2.21 3 "False."
"KY" 115 510 "380-5102" "no" "no" 0 99.7 107 16.95 145.1 96 12.33 149.4 99 6.72 14.1 4 3.81 2 "False."
"KY" 109 415 "384-6372" "no" "no" 0 175.6 80 29.85 238 94 20.23 198.4 103 8.93 10.2 6 2.75 1 "False."
"KY" 113 415 "385-4715" "no" "no" 0 215.6 96 36.65 193.4 127 16.44 105.4 115 4.74 13.5 3 3.65 1 "False."
"KY" 110 510 "388-9464" "no" "no" 0 99.4 62 16.9 275 86 23.38 212.1 94 9.54 16.7 3 4.51 2 "False."
"KY" 147 408 "396-2945" "no" "no" 0 212.8 79 36.18 204.1 91 17.35 156.2 113 7.03 10.2 2 2.75 1 "False."
"KY" 151 408 "396-8265" "no" "yes" 17 214.7 97 36.5 138.5 90 11.77 169.1 44 7.61 8.6 4 2.32 1 "False."
"KY" 95 408 "401-7594" "no" "no" 0 135 99 22.95 183.6 106 15.61 245.3 102 11.04 12.5 9 3.38 1 "False."
"KY" 88 415 "405-8075" "no" "no" 0 148.2 82 25.19 308.7 67 26.24 235.4 79 10.59 6.4 4 1.73 2 "False."
"KY" 119 510 "411-7649" "no" "no" 0 222.8 122 37.88 163.2 107 13.87 160.6 112 7.23 11.2 6 3.02 1 "False."
"KY" 21 415 "412-1991" "no" "no" 0 92.6 95 15.74 161.9 70 13.76 285 78 12.83 11.3 3 3.05 5 "True."
"KY" 155 510 "413-2201" "no" "no" 0 184.6 102 31.38 196 117 16.66 226.5 122 10.19 7.8 1 2.11 1 "False."
"KY" 135 510 "414-2663" "no" "no" 0 144.1 115 24.5 249.8 68 21.23 211.4 82 9.51 13.6 3 3.67 1 "False."
"KY" 43 408 "417-6683" "no" "no" 0 177.2 93 30.12 142.6 60 12.12 314.1 144 14.13 12.7 2 3.43 4 "False."
"KY" 95 510 "417-9278" "no" "no" 0 157.3 116 26.74 197.5 77 16.79 128.2 111 5.77 8.4 4 2.27 2 "False."
"KY" 72 415 "418-8770" "no" "no" 0 198.4 147 33.73 216.9 121 18.44 112.8 125 5.08 13.1 4 3.54 0 "False."
"LA" 43 415 "330-2849" "no" "no" 0 241.9 101 41.12 129.4 121 11 264.8 104 11.92 5.9 3 1.59 1 "False."
"LA" 93 415 "337-9345" "no" "no" 0 179.3 93 30.48 178.6 98 15.18 225.2 131 10.13 11.5 6 3.11 3 "False."
"LA" 124 510 "348-4316" "no" "no" 0 143.3 120 24.36 230.7 111 19.61 214.3 91 9.64 7.8 2 2.11 4 "False."
"LA" 155 408 "353-4880" "no" "yes" 39 183.3 106 31.16 205.1 101 17.43 263.7 90 11.87 5.1 7 1.38 1 "False."
"LA" 82 415 "353-5557" "no" "no" 0 197.7 101 33.61 127.6 83 10.85 142.1 103 6.39 13.5 3 3.65 1 "False."
"LA" 75 510 "358-9898" "yes" "no" 0 153.2 78 26.04 210.8 99 17.92 153.5 100 6.91 7.8 3 2.11 1 "False."
"LA" 133 415 "360-7079" "no" "no" 0 216.2 67 36.75 222.2 133 18.89 192 95 8.64 3.1 1 0.84 2 "False."
"LA" 111 415 "367-2227" "no" "yes" 28 128.8 104 21.9 157.3 52 13.37 147.4 76 6.63 10.3 2 2.78 2 "False."
"LA" 40 510 "367-9257" "no" "no" 0 109.4 107 18.6 244.7 102 20.8 276.9 123 12.46 7.1 7 1.92 0 "False."
"LA" 53 415 "370-8023" "no" "no" 0 145.1 116 24.67 233.7 82 19.86 208.7 95 9.39 7.9 5 2.13 2 "False."
"LA" 94 415 "371-3236" "no" "no" 0 212.1 98 36.06 189.4 89 16.1 352.2 95 15.85 8.4 5 2.27 3 "False."
"LA" 163 408 "371-5875" "no" "yes" 23 224 126 38.08 233.5 89 19.85 293.9 104 13.23 8.8 4 2.38 1 "False."
"LA" 67 510 "373-6784" "no" "no" 0 310.4 97 52.77 66.5 123 5.65 246.5 99 11.09 9.2 10 2.48 4 "True."
"LA" 106 408 "374-2073" "no" "no" 0 220.7 120 37.52 270.2 95 22.97 121.6 113 5.47 8.7 5 2.35 1 "False."
"LA" 108 510 "380-7624" "no" "yes" 30 276.6 99 47.02 220.1 113 18.71 177.9 95 8.01 9.8 6 2.65 2 "True."
"LA" 150 415 "381-4029" "no" "no" 0 136.6 112 23.22 209.4 81 17.8 161.1 78 7.25 12.2 2 3.29 4 "True."
"LA" 89 415 "382-4024" "no" "no" 0 141.1 92 23.99 249.1 126 21.17 136 73 6.12 10.8 2 2.92 2 "False."
"LA" 123 415 "382-7659" "no" "yes" 33 146.6 87 24.92 114.8 59 9.76 220.4 99 9.92 2.9 7 0.78 0 "False."
"LA" 62 415 "385-1423" "no" "no" 0 186.8 94 31.76 207.6 92 17.65 195 98 8.78 8.8 4 2.38 3 "False."
"LA" 154 510 "388-8670" "no" "no" 0 166.9 99 28.37 154.9 97 13.17 189.4 89 8.52 7.2 5 1.94 0 "False."
"LA" 13 415 "388-9653" "no" "no" 0 58.4 121 9.93 262.2 64 22.29 159 115 7.15 11.9 5 3.21 1 "False."
"LA" 81 415 "392-2722" "no" "yes" 36 115.9 120 19.7 236.6 95 20.11 255 90 11.48 11.7 6 3.16 3 "False."
"LA" 87 415 "392-2887" "no" "no" 0 228.7 90 38.88 163 99 13.86 154.1 90 6.93 11.8 3 3.19 1 "False."
"LA" 151 408 "401-3926" "no" "no" 0 178.7 116 30.38 292.1 138 24.83 265.9 101 11.97 9.8 4 2.65 0 "False."
"LA" 9 415 "409-9885" "no" "yes" 39 214.1 108 36.4 169.2 115 14.38 189.7 117 8.54 10.1 3 2.73 1 "False."
"LA" 112 510 "410-2518" "no" "no" 0 174.5 127 29.67 259.3 71 22.04 170.5 120 7.67 11.3 7 3.05 1 "False."
"LA" 99 415 "411-2284" "no" "no" 0 241.1 72 40.99 155.6 98 13.23 188.2 109 8.47 11.6 10 3.13 1 "False."
"LA" 95 415 "411-6294" "no" "no" 0 141.1 84 23.99 211.4 108 17.97 103.7 127 4.67 5.9 6 1.59 3 "False."
"LA" 91 408 "413-4811" "no" "no" 0 147.2 121 25.02 175.2 87 14.89 136.3 80 6.13 13.3 3 3.59 2 "False."
"LA" 69 415 "420-7692" "no" "yes" 37 155 98 26.35 142.4 105 12.1 143.7 117 6.47 5.9 4 1.59 1 "False."
"MA" 80 510 "329-2918" "no" "no" 0 149.8 123 25.47 276.3 75 23.49 241.4 75 10.86 10.9 7 2.94 2 "False."
"MA" 39 408 "332-2462" "no" "no" 0 60.4 158 10.27 306.2 120 26.03 123.9 46 5.58 12.4 3 3.35 1 "False."
"MA" 87 408 "337-2986" "no" "no" 0 186.9 79 31.77 182.6 105 15.52 143.1 90 6.44 4.2 14 1.13 1 "False."
"MA" 80 408 "337-7879" "no" "yes" 36 190.3 115 32.35 256.6 78 21.81 214.9 145 9.67 3.8 4 1.03 1 "False."
"MA" 93 415 "341-7412" "no" "no" 0 173 131 29.41 190.4 108 16.18 290 66 13.05 10.4 2 2.81 0 "False."
"MA" 132 408 "341-9274" "no" "yes" 36 201.9 93 34.32 156.3 75 13.29 131.3 92 5.91 13.7 5 3.7 0 "False."
"MA" 142 408 "343-1009" "no" "no" 0 216.8 134 36.86 187.8 106 15.96 138.1 108 6.21 8.3 2 2.24 0 "False."
"MA" 132 415 "343-5372" "no" "yes" 25 113.2 96 19.24 269.9 107 22.94 229.1 87 10.31 7.1 7 1.92 2 "False."
"MA" 108 415 "347-7741" "no" "no" 0 178.3 137 30.31 189 76 16.07 129.1 102 5.81 14.6 5 3.94 0 "False."
"MA" 40 408 "351-7005" "no" "yes" 31 224.7 69 38.2 134.5 81 11.43 120.3 104 5.41 7.5 5 2.03 1 "False."
"MA" 57 510 "352-4541" "no" "no" 0 154.2 78 26.21 196.7 85 16.72 253.5 97 11.41 10.1 9 2.73 1 "False."
"MA" 78 415 "353-3305" "no" "no" 0 130.8 64 22.24 223.7 116 19.01 227.8 108 10.25 10 5 2.7 1 "False."
"MA" 102 510 "355-6560" "yes" "no" 0 233.8 103 39.75 221.6 131 18.84 146.9 106 6.61 12.8 3 3.46 0 "False."
"MA" 112 415 "358-7379" "no" "yes" 17 183.2 95 31.14 252.8 125 21.49 156.7 95 7.05 9.7 3 2.62 0 "False."
"MA" 58 415 "359-2740" "no" "yes" 30 178.1 111 30.28 236.7 109 20.12 264 118 11.88 8.4 2 2.27 0 "False."
"MA" 73 408 "360-6309" "no" "no" 0 94.1 136 16 280.3 122 23.83 205 77 9.23 9.8 4 2.65 0 "False."
"MA" 166 415 "363-4005" "no" "no" 0 203.4 81 34.58 167.7 110 14.25 132 124 5.94 9.2 5 2.48 2 "False."
"MA" 17 415 "376-4705" "yes" "no" 0 162.8 118 27.68 229.6 91 19.52 332.7 94 14.97 13.6 3 3.67 0 "True."
"MA" 126 408 "381-2745" "no" "yes" 24 58.9 125 10.01 305.5 90 25.97 158.9 73 7.15 12.1 6 3.27 0 "False."
